id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
344,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,5,4,4,4,0,0,0,4,13,0,Generic,1
345,0.818619,tcp,-,FIN,10,10,834,1164,23.20982,62,252,7339.189453,10241.63867,2,2,90.863667,83.544109,5396.362411,126.901148,255,577273581,3104577397,255,0.13276,0.06672,0.06604,83,116,0,0,4,1,1,1,1,1,0,0,0,1,4,0,Analysis,1
346,0.642668,tcp,-,FIN,10,8,780,3096,26.452227,62,252,8738.571289,33721.92188,2,2,71.294111,73.934711,3590.408485,124.045508,255,3564498177,1944381312,255,0.202546,0.125114,0.077432,78,387,0,0,7,1,1,4,1,1,0,0,0,4,1,0,Exploits,1
347,0.00001,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,7,7,3,7,0,0,0,7,10,0,Generic,1
348,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,Generic,1
349,0.000011,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,DoS,1
350,0.00001,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3,2,1,1,1,1,0,0,0,1,3,0,Fuzzers,1
351,0.367157,tcp,-,FIN,10,8,814,1076,46.301717,62,252,15971.36914,20525.2793,2,2,40.795222,47.431855,2190.369248,76.567164,255,378404513,2031158967,255,0.15886,0.034539,0.124321,81,135,0,0,7,1,1,1,1,1,0,0,0,1,4,0,Analysis,1
352,0.00001,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,7,7,3,7,0,0,0,7,10,0,Generic,1
353,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
354,0.000011,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,5,4,4,4,0,0,0,4,13,0,Generic,1
